BANK_INVESTMENT,TERM,INTEREST_RATE,EMPLOYEMENT_DURATION,ANNUAL_INCOME,STATUS,LOAN_PURPOSE,STATE,DTI,INITIAL_LIST_STATUS,RECEIVED_INTEREST_TOTAL,RECEIVED_LATE_FEE,APPLICATION_TYPE,TOTAL_COLLECTION_AMOUNT,TOTAL_CURRENT_BALANCE,LOAN_STATUS
10425.0,60,24.5,6,30950.0,Source Verified,debt_consolidation,LA,7.95,f,2012.61,0.0,INDIVIDUAL,0.0,5375.0,0.0
31825.0,60,19.72,4,100000.0,Verified,debt_consolidation,WA,12.18,f,8115.72,0.0,INDIVIDUAL,0.0,24547.0,0.0
20000.0,60,15.61,8,95000.0,Source Verified,credit_card,MA,11.41,f,5430.98,0.0,INDIVIDUAL,0.0,388397.0,1.0
28000.0,60,13.66,3,108000.0,Not Verified,credit_card,CA,8.32,w,4085.44,0.0,INDIVIDUAL,0.0,25439.0,0.0
8000.0,36,12.99,5,45000.0,Source Verified,debt_consolidation,CA,24.16,w,1237.62,0.0,INDIVIDUAL,572.0,23633.0,0.0
17400.0,36,9.17,1,70000.0,Source Verified,credit_card,TN,19.65,w,124.11,0.0,INDIVIDUAL,0.0,57048.0,0.0
12800.0,60,19.2,8,120000.0,Verified,debt_consolidation,FL,9.51,w,1197.26,0.0,INDIVIDUAL,0.0,376272.0,1.0
12000.0,60,17.27,5,40000.0,Verified,debt_consolidation,IN,21.78,f,4567.89,0.0,INDIVIDUAL,0.0,36983.0,0.0
7000.0,36,12.29,10,49000.0,Not Verified,debt_consolidation,NE,10.9,w,332.16,0.0,INDIVIDUAL,0.0,113806.0,0.0
6500.0,36,14.3,10,30000.0,Not Verified,debt_consolidation,MI,28.0,f,1364.58,0.0,INDIVIDUAL,77.0,29220.0,0.0
11200.0,60,13.66,-1,37944.0,Source Verified,debt_consolidation,CT,19.29,w,1527.47,0.0,INDIVIDUAL,2694.0,17389.0,0.0
24000.0,60,12.69,10,96000.0,Verified,credit_card,MA,9.65,w,2601.66,0.0,INDIVIDUAL,0.0,83942.0,0.0
30000.0,36,14.16,10,150000.0,Not Verified,home_improvement,TX,20.63,f,5798.8,0.0,INDIVIDUAL,0.0,131238.0,0.0
15000.0,36,8.67,2,92000.0,Source Verified,credit_card,NH,10.6,w,1107.09,0.0,INDIVIDUAL,724.0,392068.0,0.0
19425.0,36,11.55,3,75000.0,Not Verified,credit_card,FL,9.12,w,3327.18,0.0,INDIVIDUAL,170.0,254123.0,1.0
25000.0,36,7.12,0,70000.0,Source Verified,credit_card,OR,11.95,f,1915.8,0.0,INDIVIDUAL,0.0,52980.0,0.0
10000.0,36,12.69,5,56000.0,Not Verified,debt_consolidation,IL,16.16,f,590.5,0.0,INDIVIDUAL,0.0,24054.0,0.0
10000.0,36,7.26,10,28000.0,Source Verified,major_purchase,CA,13.59,w,116.32,0.0,INDIVIDUAL,627.0,6132.0,0.0
35000.0,36,7.89,5,165000.0,Verified,credit_card,MA,27.1,w,855.55,0.0,INDIVIDUAL,0.0,980303.0,0.0
9000.0,36,14.47,9,30500.0,Verified,debt_consolidation,CA,32.78,f,1827.4,0.0,INDIVIDUAL,0.0,28589.0,0.0
15000.0,60,14.65,2,60585.0,Source Verified,debt_consolidation,CA,14.42,w,707.66,0.0,INDIVIDUAL,0.0,22034.0,0.0
27300.0,60,17.97,4,65000.0,Source Verified,debt_consolidation,NM,17.02,w,0.0,0.0,INDIVIDUAL,0.0,254472.0,0.0
20000.0,36,15.31,5,53000.0,Verified,debt_consolidation,FL,9.98,f,4938.55,0.0,INDIVIDUAL,0.0,100770.0,0.0
16000.0,60,10.99,6,45000.0,Source Verified,credit_card,CO,19.23,w,1109.93,0.0,INDIVIDUAL,0.0,15525.0,0.0
11650.0,36,7.9,-1,52000.0,Verified,credit_card,AL,31.55,f,1475.73,0.0,INDIVIDUAL,,,1.0
8800.0,36,5.93,7,75000.0,Verified,credit_card,IL,7.87,w,413.67,0.0,INDIVIDUAL,0.0,17751.0,0.0
17600.0,60,14.49,10,82216.08,Source Verified,debt_consolidation,NY,29.41,w,2745.63,0.0,INDIVIDUAL,0.0,50934.0,0.0
9000.0,36,15.61,0,22000.0,Source Verified,debt_consolidation,FL,31.42,f,748.75,0.0,INDIVIDUAL,0.0,18115.0,0.0
7900.0,36,12.05,1,30000.0,Verified,debt_consolidation,NY,27.84,f,0.0,0.0,INDIVIDUAL,0.0,72219.0,0.0
21000.0,36,6.92,10,80000.0,Source Verified,credit_card,WA,29.19,w,971.03,0.0,INDIVIDUAL,0.0,251142.0,0.0
6000.0,36,8.19,4,33956.0,Not Verified,debt_consolidation,FL,28.08,w,461.79,0.0,INDIVIDUAL,0.0,23685.0,1.0
27600.0,36,7.62,0,129000.0,Source Verified,credit_card,UT,15.73,f,3067.65,0.0,INDIVIDUAL,0.0,309298.0,0.0
27975.0,60,10.99,10,90000.0,Verified,credit_card,NY,13.8,w,239.33,0.0,INDIVIDUAL,0.0,333386.0,0.0
4000.0,36,12.99,3,30000.0,Not Verified,debt_consolidation,OH,21.64,f,540.51,0.0,INDIVIDUAL,0.0,30462.0,0.0
10450.0,36,15.61,10,75000.0,Not Verified,credit_card,KS,15.79,f,2237.46,0.0,INDIVIDUAL,0.0,34028.0,0.0
30000.0,36,14.65,10,105000.0,Verified,debt_consolidation,NY,13.92,f,3538.56,0.0,INDIVIDUAL,0.0,78060.0,0.0
18000.0,60,19.52,3,95500.0,Verified,credit_card,NY,30.26,w,3564.77,0.0,INDIVIDUAL,0.0,402250.0,0.0
35000.0,60,18.84,6,110000.0,Verified,debt_consolidation,PA,16.74,f,4663.85,0.0,INDIVIDUAL,200.0,264969.0,0.0
10000.0,36,13.33,8,80000.0,Verified,credit_card,MI,16.74,f,716.12,0.0,INDIVIDUAL,0.0,316581.0,0.0
35000.0,60,15.61,2,140000.0,Verified,debt_consolidation,NJ,8.06,w,6503.17,0.0,INDIVIDUAL,0.0,394245.0,1.0
21700.0,60,15.41,-1,65300.0,Not Verified,credit_card,FL,35.3,w,0.0,0.0,INDIVIDUAL,0.0,243030.0,0.0
10000.0,60,19.99,7,43000.0,Verified,debt_consolidation,CT,24.17,w,973.72,0.0,INDIVIDUAL,35.0,37667.0,0.0
23800.0,60,10.99,7,53907.0,Source Verified,debt_consolidation,MO,22.17,w,1251.65,0.0,INDIVIDUAL,0.0,179121.0,0.0
20000.0,36,13.98,10,88000.0,Source Verified,debt_consolidation,NC,17.05,w,2751.17,0.0,INDIVIDUAL,0.0,177912.0,1.0
13200.0,60,16.55,7,30000.0,Source Verified,credit_card,CA,18.52,w,692.0,0.0,INDIVIDUAL,0.0,18413.0,0.0
11950.0,60,17.27,0,40000.0,Verified,debt_consolidation,TN,19.55,f,2617.08,0.0,INDIVIDUAL,0.0,113166.0,1.0
17000.0,60,12.05,6,55000.0,Not Verified,credit_card,FL,15.43,w,193.47,0.0,INDIVIDUAL,0.0,215831.0,0.0
18000.0,36,5.32,8,62000.0,Not Verified,debt_consolidation,IL,18.33,f,170.85,0.0,INDIVIDUAL,0.0,121835.0,0.0
12300.0,36,14.33,1,38105.6,Verified,debt_consolidation,KS,29.22,f,1318.95,0.0,INDIVIDUAL,293.0,60434.0,0.0
8000.0,36,8.9,6,25000.0,Not Verified,debt_consolidation,FL,11.29,f,1127.39,0.0,INDIVIDUAL,0.0,9883.0,1.0
11000.0,36,6.89,2,75000.0,Not Verified,debt_consolidation,CO,3.82,w,213.27,0.0,INDIVIDUAL,0.0,77925.0,0.0
14000.0,60,9.17,3,50000.0,Source Verified,debt_consolidation,OH,32.5,w,117.68,0.0,INDIVIDUAL,0.0,201308.0,0.0
11450.0,36,6.17,4,81000.0,Source Verified,debt_consolidation,OR,13.5,f,1039.3,0.0,INDIVIDUAL,,,1.0
8500.0,36,9.17,6,25000.0,Not Verified,debt_consolidation,FL,20.93,w,881.7,0.0,INDIVIDUAL,229.0,12097.0,0.0
9875.0,60,19.19,10,73000.0,Verified,debt_consolidation,CO,22.09,f,772.59,0.0,INDIVIDUAL,0.0,283116.0,0.0
15400.0,60,9.17,8,55000.0,Verified,credit_card,GA,8.42,w,782.88,0.0,INDIVIDUAL,0.0,142452.0,0.0
7200.0,36,8.18,6,80000.0,Verified,credit_card,CA,14.09,w,197.22,0.0,INDIVIDUAL,492.0,37233.0,0.0
16950.0,60,24.99,-1,54924.0,Verified,debt_consolidation,WI,35.72,w,4610.41,0.0,INDIVIDUAL,0.0,172538.0,0.0
30900.0,36,7.12,5,99500.0,Verified,credit_card,LA,12.13,f,2584.52,0.0,INDIVIDUAL,0.0,467529.0,0.0
12000.0,60,15.61,7,35000.0,Verified,debt_consolidation,CA,7.85,w,1188.58,0.0,INDIVIDUAL,0.0,9299.0,0.0
26400.0,60,10.99,3,88000.0,Source Verified,credit_card,VA,12.74,w,1595.37,0.0,INDIVIDUAL,0.0,201711.0,0.0
6400.0,36,13.99,2,62000.0,Source Verified,debt_consolidation,MI,17.17,w,213.81,0.0,INDIVIDUAL,0.0,210472.0,0.0
30000.0,36,7.89,10,109000.0,Source Verified,debt_consolidation,CA,16.88,w,1177.83,0.0,INDIVIDUAL,0.0,64325.0,0.0
12300.0,36,10.99,9,40000.0,Verified,home_improvement,OH,26.57,f,2009.45,0.0,INDIVIDUAL,0.0,157729.0,0.0
15000.0,36,9.17,1,100000.0,Not Verified,debt_consolidation,OR,4.33,w,1488.42,0.0,INDIVIDUAL,526.0,37113.0,0.0
7250.0,36,18.25,10,81120.0,Not Verified,vacation,OH,22.13,w,898.32,0.0,INDIVIDUAL,132.0,188282.0,0.0
35000.0,60,18.49,10,125000.0,Verified,other,NY,17.28,w,503.34,0.0,INDIVIDUAL,0.0,538664.0,0.0
7200.0,36,12.69,3,80000.0,Verified,credit_card,VA,20.12,f,623.08,0.0,INDIVIDUAL,0.0,89956.0,0.0
17200.0,36,10.99,4,50000.0,Not Verified,debt_consolidation,CO,24.92,f,2148.94,0.0,INDIVIDUAL,0.0,46339.0,0.0
4000.0,36,12.99,1,70000.0,Not Verified,debt_consolidation,NC,8.44,f,506.32,0.0,INDIVIDUAL,617.0,17929.0,0.0
14475.0,36,12.39,10,95300.0,Not Verified,debt_consolidation,AZ,11.16,f,1430.85,0.0,INDIVIDUAL,0.0,260671.0,0.0
35000.0,36,9.17,5,95000.0,Verified,debt_consolidation,MN,26.78,w,3472.99,0.0,INDIVIDUAL,0.0,283386.0,0.0
5375.0,36,13.68,-1,52000.0,Verified,debt_consolidation,RI,16.42,f,1165.61,0.0,INDIVIDUAL,0.0,13870.0,0.0
1000.0,36,14.99,10,45000.0,Not Verified,debt_consolidation,NC,25.68,w,156.65,0.0,INDIVIDUAL,0.0,105177.0,0.0
15000.0,36,9.17,10,80000.0,Verified,debt_consolidation,IN,29.15,w,830.37,0.0,INDIVIDUAL,0.0,254292.0,0.0
8975.0,36,11.14,6,105000.0,Source Verified,debt_consolidation,AL,24.94,f,322.73,0.0,INDIVIDUAL,0.0,313501.0,1.0
30000.0,36,11.14,10,78000.0,Verified,debt_consolidation,NJ,19.54,f,5429.3,0.0,INDIVIDUAL,0.0,343132.0,1.0
20000.0,36,12.69,-1,72000.0,Verified,debt_consolidation,MA,27.12,f,1538.96,0.0,INDIVIDUAL,0.0,53600.0,0.0
13150.0,60,15.59,6,37000.0,Not Verified,debt_consolidation,IN,33.57,f,1759.29,0.0,INDIVIDUAL,0.0,156815.0,0.0
7125.0,36,14.99,10,24000.0,Source Verified,debt_consolidation,NY,26.1,w,1116.22,0.0,INDIVIDUAL,0.0,7908.0,0.0
28000.0,60,11.53,10,101400.0,Source Verified,debt_consolidation,SC,23.3,w,1837.83,0.0,INDIVIDUAL,0.0,414134.0,0.0
24825.0,36,12.99,10,87000.0,Verified,debt_consolidation,PA,17.44,f,2093.97,0.0,INDIVIDUAL,0.0,390557.0,1.0
7000.0,36,11.14,6,125000.0,Not Verified,debt_consolidation,NY,5.32,f,365.96,0.0,INDIVIDUAL,0.0,3015.0,1.0
15975.0,36,9.67,7,83000.0,Source Verified,debt_consolidation,CA,10.45,f,1243.15,0.0,INDIVIDUAL,61.0,470369.0,1.0
10000.0,36,6.68,1,67210.0,Not Verified,debt_consolidation,WA,5.82,w,401.96,0.0,INDIVIDUAL,0.0,59761.0,0.0
17225.0,60,16.29,10,46000.0,Verified,debt_consolidation,MI,28.46,w,3413.39,0.0,INDIVIDUAL,0.0,139555.0,0.0
10450.0,36,13.33,2,46000.0,Verified,credit_card,MO,38.09,f,332.56,0.0,INDIVIDUAL,188.0,152501.0,0.0
20000.0,36,6.49,10,60000.0,Source Verified,debt_consolidation,MI,18.32,w,1573.77,0.0,INDIVIDUAL,0.0,121043.0,0.0
15000.0,36,12.99,10,72000.0,Source Verified,credit_card,CA,13.43,w,2385.85,0.0,INDIVIDUAL,0.0,324187.0,1.0
9600.0,36,16.99,10,60000.0,Not Verified,debt_consolidation,TX,7.04,w,2365.63,0.0,INDIVIDUAL,603.0,10994.0,0.0
12700.0,36,19.52,6,52800.0,Verified,medical,NC,8.16,f,2846.92,0.0,INDIVIDUAL,246.0,12328.0,1.0
2200.0,36,15.96,2,60000.0,Not Verified,debt_consolidation,MO,14.07,f,581.59,0.0,INDIVIDUAL,,,1.0
18000.0,60,11.99,-1,50092.0,Verified,debt_consolidation,MS,27.37,w,2135.8,0.0,INDIVIDUAL,0.0,198708.0,0.0
16000.0,60,18.24,10,75000.0,Source Verified,debt_consolidation,PA,16.93,f,3765.53,0.0,INDIVIDUAL,0.0,35139.0,0.0
20000.0,36,14.64,2,80000.0,Not Verified,credit_card,TX,20.93,f,4060.74,0.0,INDIVIDUAL,0.0,92846.0,0.0
15000.0,60,13.18,10,57000.0,Source Verified,debt_consolidation,KY,14.86,w,305.58,0.0,INDIVIDUAL,0.0,303010.0,0.0
10625.0,60,17.57,3,53000.0,Verified,car,WA,16.76,f,1406.49,0.0,INDIVIDUAL,0.0,168090.0,0.0
5000.0,36,7.9,10,90000.0,Source Verified,debt_consolidation,SD,10.35,w,513.11,0.0,INDIVIDUAL,0.0,238734.0,0.0
10000.0,36,19.05,4,53760.0,Source Verified,other,PA,16.92,f,3135.53,18.34,INDIVIDUAL,445.0,76009.0,1.0
35000.0,60,14.99,10,90000.0,Verified,credit_card,MN,16.51,w,6010.55,0.0,INDIVIDUAL,0.0,325499.0,0.0
11200.0,60,24.08,4,25000.0,Not Verified,debt_consolidation,GA,14.64,f,3145.67,0.0,INDIVIDUAL,0.0,125555.0,0.0
9600.0,36,11.44,10,37000.0,Source Verified,credit_card,FL,25.21,f,1010.53,0.0,INDIVIDUAL,0.0,18310.0,0.0
24825.0,36,10.99,8,65000.0,Source Verified,credit_card,RI,18.41,f,3360.96,0.0,INDIVIDUAL,0.0,215660.0,0.0
25000.0,60,15.31,10,109000.0,Verified,credit_card,NJ,11.43,f,2152.5,29.8815029307,INDIVIDUAL,0.0,141000.0,0.0
4000.0,36,7.69,4,150000.0,Source Verified,debt_consolidation,TX,26.32,f,292.73,0.0,INDIVIDUAL,0.0,91448.0,1.0
7850.0,36,6.92,10,52000.0,Not Verified,debt_consolidation,LA,11.86,w,362.98,0.0,INDIVIDUAL,0.0,221476.0,0.0
5000.0,36,8.18,10,52000.0,Not Verified,home_improvement,AZ,13.82,w,95.19,0.0,INDIVIDUAL,0.0,22142.0,0.0
28500.0,36,20.49,0,60000.0,Source Verified,debt_consolidation,OH,20.28,f,7895.41,0.0,INDIVIDUAL,,,1.0
15000.0,36,12.69,10,80000.0,Not Verified,debt_consolidation,MO,13.25,f,1272.01,0.0,INDIVIDUAL,0.0,283907.0,0.0
24900.0,36,9.17,8,75600.0,Not Verified,debt_consolidation,NY,17.46,w,892.08,0.0,INDIVIDUAL,0.0,158244.0,0.0
16000.0,60,15.31,10,60000.0,Not Verified,medical,NY,24.06,f,3613.36,0.0,INDIVIDUAL,0.0,85269.0,0.0
35000.0,36,14.98,10,150000.0,Verified,debt_consolidation,FL,10.71,f,7639.99,0.0,INDIVIDUAL,0.0,58209.0,0.0
5000.0,36,15.31,10,120000.0,Source Verified,debt_consolidation,MO,19.15,f,931.93,0.0,INDIVIDUAL,0.0,324346.0,1.0
20000.0,60,18.25,9,55000.0,Not Verified,debt_consolidation,CA,8.12,w,1177.36,0.0,INDIVIDUAL,0.0,8866.0,0.0
6300.0,36,15.59,-1,27000.0,Verified,home_improvement,MI,32.44,f,905.99,0.0,INDIVIDUAL,0.0,56545.0,0.0
19975.0,36,11.44,1,92000.0,Source Verified,debt_consolidation,WI,16.89,f,2256.52,0.0,INDIVIDUAL,536.0,129915.0,0.0
20000.0,60,15.61,10,114000.0,Verified,debt_consolidation,NJ,17.97,w,2216.95,0.0,INDIVIDUAL,0.0,45601.0,0.0
2200.0,36,16.99,1,49950.0,Not Verified,car,TX,25.71,f,412.48,0.0,INDIVIDUAL,0.0,58041.0,0.0
22500.0,36,6.49,2,130000.0,Source Verified,home_improvement,CA,8.61,w,1770.48,0.0,INDIVIDUAL,0.0,482985.0,0.0
12000.0,36,5.32,10,97000.0,Verified,debt_consolidation,PA,0.31,w,339.95,0.0,INDIVIDUAL,0.0,48.0,0.0
2000.0,36,7.88,0,15000.0,Source Verified,major_purchase,NV,12.48,f,249.52,0.0,INDIVIDUAL,,,1.0
21000.0,36,8.9,1,140000.0,Verified,debt_consolidation,NJ,12.69,w,2956.69,0.0,INDIVIDUAL,0.0,337125.0,0.0
16000.0,36,10.99,3,95000.0,Source Verified,debt_consolidation,TX,18.33,f,1585.04,0.0,INDIVIDUAL,2927.0,197889.0,1.0
24000.0,60,8.18,2,68000.0,Not Verified,major_purchase,IL,1.31,w,152.69,0.0,INDIVIDUAL,0.0,138070.0,0.0
10000.0,36,5.32,-1,48000.0,Not Verified,credit_card,WI,25.95,w,54.67,0.0,INDIVIDUAL,0.0,130273.0,0.0
15000.0,36,11.99,10,42000.0,Source Verified,debt_consolidation,MI,19.91,f,1646.77,0.0,INDIVIDUAL,0.0,16619.0,0.0
20000.0,36,22.15,10,80000.0,Verified,debt_consolidation,NY,8.85,f,4948.74,0.0,INDIVIDUAL,0.0,18066.0,0.0
15000.0,36,11.22,4,67000.0,Source Verified,major_purchase,CA,6.11,w,130.9,0.0,INDIVIDUAL,0.0,153654.0,0.0
34950.0,60,17.86,-1,120000.0,Verified,credit_card,CA,31.83,f,3007.6,0.0,INDIVIDUAL,0.0,458376.0,0.0
13000.0,60,12.49,3,30000.0,Not Verified,debt_consolidation,MO,12.64,w,2474.36,0.0,INDIVIDUAL,0.0,42119.0,0.0
31750.0,36,19.05,3,110000.0,Verified,debt_consolidation,IL,18.94,f,10252.73,0.0,INDIVIDUAL,0.0,78441.0,1.0
18375.0,36,10.99,0,105000.0,Source Verified,debt_consolidation,MI,25.2,w,310.16,0.0,INDIVIDUAL,0.0,259296.0,0.0
34000.0,60,17.57,9,110000.0,Source Verified,debt_consolidation,LA,17.95,w,2369.57,0.0,INDIVIDUAL,0.0,209524.0,0.0
7500.0,36,9.17,1,78000.0,Source Verified,debt_consolidation,NJ,13.85,f,364.0,0.0,INDIVIDUAL,0.0,35414.0,0.0
14975.0,60,19.52,6,52000.0,Source Verified,debt_consolidation,OH,34.99,f,2523.1,0.0,INDIVIDUAL,0.0,160188.0,0.0
35000.0,60,20.5,10,196030.5,Verified,debt_consolidation,CA,22.94,w,10266.88,0.0,INDIVIDUAL,0.0,1084326.0,0.0
7625.0,36,24.99,10,43000.0,Verified,home_improvement,NJ,23.08,f,1195.86,0.0,INDIVIDUAL,1182.0,116035.0,1.0
17000.0,36,8.18,2,72000.0,Source Verified,debt_consolidation,CA,24.17,w,535.26,0.0,INDIVIDUAL,0.0,65064.0,0.0
4000.0,36,7.9,9,55000.0,Not Verified,car,CA,3.1,f,482.24,0.0,INDIVIDUAL,0.0,3848.0,0.0
35000.0,36,18.99,10,150000.0,Source Verified,debt_consolidation,IL,19.02,f,6935.95,0.0,INDIVIDUAL,0.0,341365.0,0.0
10000.0,36,11.67,10,55000.0,Not Verified,debt_consolidation,NY,6.72,w,667.38,0.0,INDIVIDUAL,0.0,6417.0,1.0
5100.0,36,7.74,0,33600.0,Verified,wedding,TX,23.88,f,668.79,0.0,INDIVIDUAL,,,1.0
7750.0,36,14.33,6,37000.0,Not Verified,debt_consolidation,OH,14.24,f,1787.14,0.0,INDIVIDUAL,0.0,91727.0,0.0
10000.0,60,14.65,-1,58000.0,Verified,medical,IN,28.41,w,1030.92,0.0,INDIVIDUAL,0.0,106532.0,0.0
22000.0,36,12.99,9,48399.0,Source Verified,credit_card,NY,27.9,f,1534.74,0.0,INDIVIDUAL,0.0,37855.0,0.0
9900.0,36,12.05,10,65000.0,Not Verified,other,TX,23.17,f,189.89,0.0,INDIVIDUAL,0.0,225008.0,0.0
7500.0,36,10.99,10,44000.0,Not Verified,credit_card,PA,6.87,w,1170.03,0.0,INDIVIDUAL,0.0,6397.0,0.0
4000.0,36,12.99,10,37500.0,Verified,debt_consolidation,KY,24.1,f,448.95,0.0,INDIVIDUAL,0.0,132006.0,0.0
3400.0,36,8.18,10,90000.0,Not Verified,other,KY,8.26,f,191.66,0.0,INDIVIDUAL,100.0,225046.0,0.0
16000.0,36,8.9,2,80000.0,Not Verified,credit_card,FL,19.26,f,1773.42,0.0,INDIVIDUAL,0.0,54819.0,1.0
10816.5454197,36,12.21,10,60000.0,Not Verified,debt_consolidation,FL,17.32,f,2393.53,19.9687644913,INDIVIDUAL,,,1.0
20800.0,36,6.24,2,56500.0,Source Verified,credit_card,FL,27.31,w,599.44,0.0,INDIVIDUAL,0.0,54587.0,0.0
34925.0,60,24.99,2,138000.0,Source Verified,credit_card,FL,29.84,f,2733.22,0.0,INDIVIDUAL,0.0,247424.0,1.0
30000.0,60,13.33,7,133000.0,Verified,debt_consolidation,OK,21.08,w,1604.22,0.0,INDIVIDUAL,0.0,346819.0,0.0
10000.0,60,14.65,10,81000.0,Not Verified,home_improvement,OH,15.05,w,1147.99,0.0,INDIVIDUAL,1930.0,78450.0,0.0
6000.0,36,7.69,10,120000.0,Not Verified,debt_consolidation,MO,13.47,f,358.06,0.0,INDIVIDUAL,0.0,197933.0,1.0
20000.0,36,15.61,10,54000.0,Source Verified,debt_consolidation,CA,39.81,w,1899.82,0.0,INDIVIDUAL,3745.0,81052.0,0.0
7500.0,36,11.53,8,37500.0,Not Verified,debt_consolidation,FL,26.13,f,401.97,0.0,INDIVIDUAL,0.0,26678.0,0.0
5000.0,36,10.15,3,61108.0,Source Verified,debt_consolidation,WA,11.53,f,494.18,0.0,INDIVIDUAL,0.0,68622.0,0.0
4600.0,36,10.99,5,45840.0,Verified,debt_consolidation,NY,7.15,f,342.25,0.0,INDIVIDUAL,,,1.0
4925.0,36,11.36,10,62500.0,Not Verified,other,AL,13.32,f,922.84,0.0,INDIVIDUAL,,,1.0
5700.0,36,17.57,0,16000.0,Not Verified,debt_consolidation,CA,10.58,w,904.41,0.0,INDIVIDUAL,0.0,7078.0,1.0
5000.0,36,7.26,10,50000.0,Not Verified,credit_card,TX,5.21,w,141.64,0.0,INDIVIDUAL,0.0,14626.0,0.0
6000.0,36,17.57,-1,29000.0,Source Verified,debt_consolidation,TX,29.08,w,709.23,0.0,INDIVIDUAL,0.0,21978.0,0.0
12000.0,36,11.99,0,165000.0,Source Verified,credit_card,FL,8.66,f,879.63,0.0,INDIVIDUAL,0.0,35059.0,1.0
9450.0,36,15.31,-1,35000.0,Verified,credit_card,NY,10.08,f,2394.8,0.0,INDIVIDUAL,0.0,10195.0,1.0
12000.0,36,10.49,3,36000.0,Verified,credit_card,GA,11.6,f,1006.19,0.0,INDIVIDUAL,0.0,96531.0,0.0
19000.0,36,13.33,3,53100.0,Verified,credit_card,IL,31.14,w,787.08,0.0,INDIVIDUAL,0.0,56502.0,0.0
10625.0,36,14.47,4,35000.0,Verified,credit_card,LA,29.29,f,2210.08,0.0,INDIVIDUAL,75.0,135637.0,0.0
14950.0,60,17.57,2,76000.0,Source Verified,debt_consolidation,TX,3.69,f,637.27,0.0,INDIVIDUAL,0.0,8283.0,0.0
30000.0,36,7.69,10,103000.0,Source Verified,debt_consolidation,GA,19.69,w,2903.88,0.0,INDIVIDUAL,0.0,211335.0,0.0
2775.0,36,19.48,2,34000.0,Verified,other,WA,24.71,w,0.0,0.0,INDIVIDUAL,68.0,21696.0,0.0
4000.0,36,15.59,0,13000.0,Not Verified,debt_consolidation,CA,31.58,w,536.25,0.0,INDIVIDUAL,0.0,30608.0,0.0
11900.0,36,8.18,-1,54000.0,Verified,debt_consolidation,CA,23.4,f,394.19,0.0,INDIVIDUAL,0.0,43797.0,0.0
16000.0,36,15.61,10,100000.0,Source Verified,debt_consolidation,NC,27.46,f,1589.22,0.0,INDIVIDUAL,0.0,390085.0,0.0
15000.0,36,8.38,4,57000.0,Not Verified,debt_consolidation,CO,17.26,w,90.78,0.0,INDIVIDUAL,395.0,111519.0,0.0
7950.0,36,13.11,7,28000.0,Not Verified,debt_consolidation,IL,14.96,f,1699.78,0.0,INDIVIDUAL,0.0,9639.0,0.0
20000.0,60,13.18,0,52000.0,Not Verified,debt_consolidation,TX,16.5,w,422.09,0.0,INDIVIDUAL,0.0,112937.0,0.0
10350.0,36,12.12,9,60000.0,Not Verified,debt_consolidation,CO,9.89,f,1554.47,0.0,INDIVIDUAL,0.0,115485.0,0.0
2000.0,36,13.66,2,50000.0,Not Verified,medical,CA,16.58,w,218.06,0.0,INDIVIDUAL,0.0,23294.0,0.0
25600.0,60,24.5,4,80000.0,Source Verified,debt_consolidation,CA,32.13,w,6661.69,0.0,INDIVIDUAL,0.0,66833.0,0.0
9875.0,36,15.61,10,28500.0,Verified,debt_consolidation,MA,30.44,f,826.04,0.0,INDIVIDUAL,0.0,10291.0,0.0
20000.0,60,22.4,2,101000.0,Source Verified,debt_consolidation,WI,15.54,w,4890.25,0.0,INDIVIDUAL,0.0,223730.0,1.0
8400.0,36,13.98,10,36000.0,Source Verified,debt_consolidation,IN,26.03,w,1456.43,0.0,INDIVIDUAL,0.0,19454.0,0.0
1000.0,36,13.16,2,42000.0,Not Verified,other,MI,19.63,f,215.03,0.0,INDIVIDUAL,,,1.0
4000.0,36,16.45,0,35004.0,Not Verified,debt_consolidation,CA,9.26,f,1113.08,0.0,INDIVIDUAL,,,1.0
10000.0,60,13.99,8,75000.0,Source Verified,debt_consolidation,NC,8.99,w,682.08,0.0,INDIVIDUAL,0.0,29567.0,0.0
10000.0,60,12.69,8,65000.0,Verified,debt_consolidation,FL,7.26,w,698.98,0.0,INDIVIDUAL,0.0,71118.0,0.0
7250.0,36,17.77,5,28430.4,Verified,debt_consolidation,GA,27.69,f,1129.92,0.0,INDIVIDUAL,110.0,20104.0,1.0
4500.0,36,6.49,10,75000.0,Not Verified,credit_card,TX,18.75,f,230.14,0.0,INDIVIDUAL,0.0,98280.0,0.0
1975.0,36,19.19,-1,14000.0,Source Verified,home_improvement,FL,15.52,w,91.72,0.0,INDIVIDUAL,0.0,5765.0,0.0
5500.0,36,10.99,9,59000.0,Source Verified,home_improvement,NC,29.26,f,365.74,0.0,INDIVIDUAL,0.0,38547.0,0.0
3200.0,36,9.17,1,45900.0,Verified,debt_consolidation,UT,20.47,w,73.79,0.0,INDIVIDUAL,0.0,210355.0,1.0
8000.0,36,14.33,10,69000.0,Not Verified,home_improvement,OH,16.7,f,1838.23,0.0,INDIVIDUAL,0.0,159793.0,0.0
7475.0,36,13.35,5,62000.0,Not Verified,debt_consolidation,NH,23.95,w,1235.36,0.0,INDIVIDUAL,0.0,324151.0,0.0
5725.0,36,14.99,-1,19152.0,Verified,debt_consolidation,NY,12.47,f,474.69,0.0,INDIVIDUAL,95.0,9409.0,1.0
