BANK_INVESTMENT,TERM,INTEREST_RATE,EMPLOYEMENT_DURATION,EMPPLOYMENT_TITLE,ANNUAL_INCOME,STATUS,LOAN_PURPOSE,STATE,DTI,INITIAL_LIST_STATUS,RECEIVED_INTEREST_TOTAL,RECEIVED_LATE_FEE,APPLICATION_TYPE,TOTAL_COLLECTION_AMOUNT,TOTAL_CURRENT_BALANCE,LOAN_STATUS
16000.0,60 months,12.99,10+ years,Local Manager,101000.0,Not Verified,debt_consolidation,PA,22.85,w,2370.66,0.0,INDIVIDUAL,0.0,224252.0,0.0
7000.0,36 months,10.99,9 years,Accounting supervisor,70000.0,Source Verified,credit_card,TX,9.6,f,272.81,0.0,INDIVIDUAL,0.0,210875.0,0.0
15000.0,60 months,18.54,,,44000.0,Verified,debt_consolidation,OH,36.69,f,2778.15,0.0,INDIVIDUAL,147.0,83186.0,0.0
25000.0,36 months,6.89,< 1 year,Consultant,147800.0,Verified,debt_consolidation,IL,23.42,w,918.88,0.0,INDIVIDUAL,0.0,385993.0,0.0
13400.0,60 months,23.99,< 1 year,Electronics Technician,45000.0,Verified,debt_consolidation,VA,31.37,w,420.46,0.0,INDIVIDUAL,0.0,61091.0,0.0
35000.0,36 months,16.55,10+ years,City Carrier,86000.0,Source Verified,home_improvement,IN,14.05,w,906.7,0.0,INDIVIDUAL,0.0,30571.0,0.0
2925.0,36 months,17.27,2 years,General Manager,50000.0,Not Verified,debt_consolidation,CO,6.6,w,0.0,0.0,INDIVIDUAL,0.0,10831.0,0.0
10000.0,36 months,11.53,4 years,maintenence tech,50000.0,Verified,other,ND,25.61,f,89.67,0.0,INDIVIDUAL,0.0,61242.0,0.0
17625.0,36 months,23.43,1 year,Associate Partner,250000.0,Source Verified,debt_consolidation,TX,10.82,w,681.58,0.0,INDIVIDUAL,0.0,469787.0,1.0
8500.0,36 months,11.14,2 years,B. Braun Medical,60000.0,Not Verified,debt_consolidation,PA,28.28,f,647.2,0.0,INDIVIDUAL,0.0,233600.0,1.0
11100.0,36 months,9.99,10+ years,RN,72000.0,Not Verified,home_improvement,CO,16.23,f,751.01,0.0,INDIVIDUAL,0.0,26903.0,0.0
8000.0,36 months,6.92,2 years,Co-op Advertising Specialist,47000.0,Not Verified,credit_card,IL,9.24,f,333.22,0.0,INDIVIDUAL,0.0,12113.0,0.0
12000.0,36 months,8.39,7 years,Process Technician,82500.0,Not Verified,debt_consolidation,LA,15.64,f,1183.33,0.0,INDIVIDUAL,0.0,54356.0,0.0
10000.0,60 months,10.99,2 years,RN Team Lead,90000.0,Source Verified,credit_card,MN,18.48,f,440.18,0.0,INDIVIDUAL,228.0,57296.0,0.0
14000.0,60 months,12.99,3 years,Executive Assistant,45000.0,Not Verified,debt_consolidation,CO,32.48,f,1558.75,0.0,INDIVIDUAL,0.0,201289.0,0.0
6500.0,36 months,6.89,2 years,Structural Engineer,65000.0,Not Verified,debt_consolidation,TX,21.42,f,156.08,0.0,INDIVIDUAL,0.0,44216.0,0.0
35000.0,60 months,15.31,10+ years,Sales Manager,75000.0,Not Verified,debt_consolidation,FL,22.23,w,8564.71,0.0,INDIVIDUAL,0.0,212442.0,0.0
9975.0,36 months,15.8,6 years,national oilwell varco,62000.0,Not Verified,home_improvement,TX,12.35,f,745.49,0.0,INDIVIDUAL,0.0,129417.0,1.0
5000.0,36 months,9.99,10+ years,Center Administrator,93000.0,Not Verified,major_purchase,FL,15.25,w,299.08,0.0,INDIVIDUAL,1774.0,405277.0,0.0
17625.0,36 months,12.12,7 years,Kaiser Permanent Hospital,40000.0,Verified,debt_consolidation,CA,27.54,f,2328.52,0.0,INDIVIDUAL,0.0,27397.0,0.0
16000.0,60 months,15.61,3 years,Technical Analyst,47500.0,Verified,credit_card,PA,24.91,w,4435.66,0.0,INDIVIDUAL,0.0,126177.0,0.0
2000.0,36 months,14.99,4 years,Small Business,72000.0,Not Verified,debt_consolidation,CA,6.63,w,309.98,0.0,INDIVIDUAL,0.0,56944.0,0.0
12375.0,36 months,8.9,7 years,Assistant Professor,65000.0,Source Verified,credit_card,NY,17.6,f,1490.31,0.0,INDIVIDUAL,0.0,134854.0,1.0
6000.0,36 months,11.99,2 years,Billing Specialist,46000.0,Not Verified,debt_consolidation,VA,27.18,w,947.28,0.0,INDIVIDUAL,17929.0,205914.0,0.0
8800.0,36 months,12.49,1 year,Student Service Representative,34500.0,Not Verified,debt_consolidation,IL,29.87,f,1357.2,0.0,INDIVIDUAL,0.0,32620.0,0.0
25000.0,36 months,11.67,6 years,Mortgage Manager,60500.0,Source Verified,credit_card,MO,18.9,w,2850.7,0.0,INDIVIDUAL,0.0,215936.0,0.0
5000.0,36 months,8.67,1 year,Tax Associate,100800.0,Not Verified,other,CA,5.73,f,336.37,0.0,INDIVIDUAL,0.0,11190.0,1.0
13225.0,60 months,14.65,10+ years,template tech,49500.0,Verified,home_improvement,NC,20.95,w,623.93,0.0,INDIVIDUAL,0.0,30137.0,0.0
6650.0,36 months,13.98,< 1 year,Fabrication,18720.0,Source Verified,debt_consolidation,FL,14.22,w,919.92,0.0,INDIVIDUAL,0.0,56335.0,0.0
11200.0,60 months,18.99,4 years,line server,36000.0,Source Verified,credit_card,VA,19.53,w,153.61,0.0,INDIVIDUAL,0.0,29466.0,0.0
10000.0,36 months,15.61,5 years,Firefighter/ Paramedic,100000.0,Not Verified,debt_consolidation,IL,17.74,w,1503.45,0.0,INDIVIDUAL,0.0,42498.0,0.0
25475.0,36 months,17.27,5 years,"Churchill Downs, Inc.",65000.0,Verified,debt_consolidation,KY,14.55,f,7339.91,0.0,INDIVIDUAL,,,1.0
7200.0,36 months,11.53,7 years,project manager,71000.0,Verified,debt_consolidation,GA,18.68,f,280.79,0.0,INDIVIDUAL,0.0,39368.0,0.0
22650.0,60 months,18.24,< 1 year,Registered Nurse,54000.0,Source Verified,debt_consolidation,NY,25.6,w,1022.12,0.0,INDIVIDUAL,646.0,184791.0,0.0
21125.0,36 months,13.99,,,60000.0,Not Verified,credit_card,NY,8.92,w,689.31,0.0,INDIVIDUAL,8350.0,6024.0,0.0
35000.0,60 months,18.84,10+ years,Principal,100000.0,Source Verified,debt_consolidation,SC,17.52,w,4198.16,0.0,INDIVIDUAL,0.0,252396.0,0.0
10000.0,36 months,14.47,9 years,Driver,60000.0,Not Verified,debt_consolidation,CT,14.12,w,682.42,0.0,INDIVIDUAL,0.0,25806.0,0.0
5000.0,60 months,13.43,4 years,,40000.0,Not Verified,debt_consolidation,PA,14.49,f,1020.71,0.0,INDIVIDUAL,,,0.0
10000.0,36 months,13.98,3 years,HVAC technician,105000.0,Source Verified,debt_consolidation,AZ,5.74,w,2006.13,0.0,INDIVIDUAL,0.0,24192.0,0.0
24000.0,36 months,8.9,9 years,Public Storage,90000.0,Verified,debt_consolidation,CA,18.67,w,2197.14,0.0,INDIVIDUAL,0.0,467700.0,1.0
17875.0,60 months,24.99,,,65000.0,Verified,debt_consolidation,NC,27.12,f,3521.88,0.0,INDIVIDUAL,155.0,166000.0,0.0
12000.0,36 months,9.99,10+ years,Supply Technician,52000.0,Source Verified,credit_card,TX,11.45,f,184.09,0.0,INDIVIDUAL,327.0,69541.0,0.0
3875.0,36 months,14.65,10+ years,Teacher,67000.0,Source Verified,debt_consolidation,IN,14.4,f,420.44,0.0,INDIVIDUAL,0.0,96198.0,0.0
20000.0,60 months,16.29,7 years,senior product planner,180000.0,Source Verified,car,TX,5.59,f,0.0,0.0,INDIVIDUAL,6703.0,242582.0,0.0
25000.0,60 months,14.49,4 years,Attorney,302500.0,Source Verified,credit_card,CA,13.55,w,4390.98,0.0,INDIVIDUAL,0.0,294141.0,0.0
18450.0,60 months,15.99,2 years,Teacher,55000.0,Not Verified,debt_consolidation,WA,18.87,f,2941.86,0.0,INDIVIDUAL,563.0,171366.0,0.0
1650.0,36 months,13.99,8 years,Bio-Rad Laboratories,51012.0,Not Verified,debt_consolidation,CA,13.81,f,1615.55,0.0,INDIVIDUAL,,,1.0
28000.0,36 months,15.61,10+ years,Nabors Completion & Production Service,113000.0,Verified,debt_consolidation,CA,19.47,w,3819.4,0.0,INDIVIDUAL,0.0,72260.0,1.0
4000.0,36 months,9.99,1 year,Westhues electric,55000.0,Not Verified,debt_consolidation,KS,17.21,w,598.89,0.0,INDIVIDUAL,0.0,163007.0,0.0
6600.0,36 months,11.99,10+ years,Mechanical Engineer,82000.0,Source Verified,debt_consolidation,NM,16.96,f,678.05,0.0,INDIVIDUAL,0.0,155408.0,0.0
1200.0,36 months,9.76,10+ years,Supervisor,65000.0,Not Verified,home_improvement,CA,22.42,f,9.11,0.0,INDIVIDUAL,0.0,291393.0,0.0
8400.0,36 months,7.49,3 years,print engineer,85000.0,Verified,debt_consolidation,CA,23.18,w,576.84,0.0,INDIVIDUAL,0.0,209633.0,0.0
25050.0,36 months,16.55,10+ years,Supervisor,50200.0,Source Verified,debt_consolidation,OH,7.08,f,1293.17,0.0,INDIVIDUAL,0.0,107369.0,0.0
7000.0,36 months,16.29,10+ years,Owner,52000.0,Not Verified,major_purchase,CA,13.01,f,866.08,0.0,INDIVIDUAL,0.0,20908.0,1.0
22825.0,60 months,13.11,7 years,King Capital Advisors Inc,52000.0,Verified,debt_consolidation,TX,10.41,f,6485.71,0.0,INDIVIDUAL,0.0,121759.0,0.0
8000.0,36 months,9.99,10+ years,CEO,100000.0,Not Verified,home_improvement,NC,6.02,f,62.16,0.0,INDIVIDUAL,5761.0,190975.0,0.0
2575.0,36 months,20.31,10+ years,United Parcel Service,45000.0,Source Verified,debt_consolidation,WA,15.89,f,460.63,0.0,INDIVIDUAL,0.0,58783.0,0.0
17900.0,60 months,13.18,10+ years,administrative assistant,47000.0,Verified,debt_consolidation,CA,30.41,w,171.34,0.0,INDIVIDUAL,0.0,161954.0,0.0
19975.0,36 months,8.39,10+ years,Manager,150000.0,Verified,credit_card,IL,16.36,f,1618.05,0.0,INDIVIDUAL,0.0,72715.0,0.0
25000.0,36 months,10.99,10+ years,HR Fiscal Manager,95700.0,Not Verified,debt_consolidation,FL,17.74,f,867.99,0.0,INDIVIDUAL,0.0,293137.0,0.0
16738.1467404,36 months,13.92,8 years,New York Life Insurance,225000.0,Verified,credit_card,NJ,24.06,f,3840.54,0.0,INDIVIDUAL,,,1.0
14975.0,36 months,11.53,4 years,mri technologist,64000.0,Not Verified,credit_card,TX,35.2,f,927.35,0.0,INDIVIDUAL,0.0,272909.0,0.0
9600.0,36 months,6.03,10+ years,General Manager,77400.0,Not Verified,home_improvement,PA,0.0,w,621.23,0.0,INDIVIDUAL,0.0,175440.0,0.0
34900.0,60 months,18.99,2 years,"Business Consultant, Salesforce Automati",99000.0,Verified,debt_consolidation,NV,35.55,f,480.02,0.0,INDIVIDUAL,74.0,175530.0,0.0
13000.0,60 months,18.25,10+ years,Clerk,30000.0,Verified,debt_consolidation,VA,9.76,f,3679.08,0.0,INDIVIDUAL,0.0,10563.0,0.0
21000.0,36 months,7.89,10+ years,journeyman hvac technician,82000.0,Verified,home_improvement,PA,0.37,w,591.89,0.0,INDIVIDUAL,0.0,91801.0,0.0
7500.0,36 months,12.29,7 years,Paralegal,32000.0,Verified,other,PA,14.77,f,141.61,0.0,INDIVIDUAL,0.0,43687.0,0.0
16000.0,60 months,19.52,2 years,Associate Financial Rep,50000.0,Not Verified,debt_consolidation,PA,23.68,w,2437.41,0.0,INDIVIDUAL,0.0,145497.0,0.0
12450.0,60 months,17.57,4 years,Event Coordinator,25000.0,Source Verified,debt_consolidation,PA,25.92,f,1720.99,0.0,INDIVIDUAL,0.0,39518.0,0.0
7000.0,36 months,5.32,10+ years,PERMIT SUPERVISOE,67000.0,Not Verified,credit_card,TX,12.02,w,117.27,0.0,INDIVIDUAL,120.0,118090.0,0.0
15875.0,36 months,15.41,6 years,lead baquette cook,51000.0,Source Verified,credit_card,HI,36.27,f,392.71,0.0,INDIVIDUAL,0.0,30421.0,0.0
20000.0,36 months,9.17,10+ years,Regional Learning Manager,69000.0,Source Verified,credit_card,TX,20.12,w,437.17,0.0,INDIVIDUAL,0.0,40606.0,0.0
8150.0,36 months,12.69,2 years,Grounds Keeper and Custodian,28320.0,Verified,debt_consolidation,WA,23.09,f,143.22,0.0,INDIVIDUAL,0.0,14894.0,1.0
6000.0,36 months,7.26,3 years,Security,74000.0,Verified,debt_consolidation,NJ,20.22,f,103.76,0.0,INDIVIDUAL,0.0,394342.0,0.0
12000.0,60 months,14.31,8 years,tax aide,41000.0,Verified,credit_card,RI,20.17,w,1707.02,0.0,INDIVIDUAL,0.0,121656.0,0.0
18725.0,60 months,13.99,10+ years,Customer service lead,75000.0,Not Verified,debt_consolidation,KS,28.21,w,1051.33,0.0,INDIVIDUAL,0.0,42623.0,0.0
5000.0,36 months,8.18,1 year,Teacher,22000.0,Source Verified,credit_card,WI,28.04,w,66.11,0.0,INDIVIDUAL,0.0,42422.0,0.0
8000.0,36 months,11.14,4 years,SimplexGrinnell,90000.0,Not Verified,debt_consolidation,CA,13.81,w,718.13,0.0,INDIVIDUAL,0.0,57098.0,1.0
16000.0,36 months,17.86,10+ years,Manager,54000.0,Verified,debt_consolidation,CA,34.44,w,2297.29,0.0,INDIVIDUAL,12455.0,96355.0,0.0
16000.0,60 months,14.65,3 years,Ecall anaylst,50000.0,Source Verified,debt_consolidation,TX,32.17,w,1485.76,0.0,INDIVIDUAL,0.0,75289.0,0.0
15000.0,36 months,11.99,10+ years,Lab Tech,60000.0,Source Verified,debt_consolidation,TX,24.16,w,1960.3,0.0,INDIVIDUAL,558.0,34624.0,0.0
28000.0,60 months,19.97,10+ years,Lead MRI technologist,80000.0,Verified,debt_consolidation,MN,7.38,f,9748.17,0.0,INDIVIDUAL,0.0,394894.0,0.0
2300.0,36 months,18.2,8 years,Front end manager,32000.0,Source Verified,debt_consolidation,NJ,27.83,w,66.7,0.0,INDIVIDUAL,0.0,19350.0,0.0
20000.0,36 months,11.99,1 year,Supervised Visit Supervisor,45000.0,Source Verified,credit_card,MN,22.59,w,3264.14,0.0,INDIVIDUAL,0.0,73401.0,0.0
11750.0,36 months,7.49,8 years,30 Cooper Square Partnership,80000.0,Verified,debt_consolidation,NY,19.52,f,1411.54,0.0,INDIVIDUAL,,,1.0
20000.0,60 months,21.15,6 years,Phoenix Police Dept,50000.0,Source Verified,debt_consolidation,AZ,21.12,f,8381.74,0.0,INDIVIDUAL,0.0,194409.0,0.0
13000.0,36 months,7.26,4 years,General manager,120000.0,Not Verified,credit_card,IL,20.5,w,176.31,0.0,INDIVIDUAL,0.0,212971.0,0.0
5000.0,36 months,13.99,5 years,store manager,32000.0,Source Verified,other,NY,25.58,w,372.17,0.0,INDIVIDUAL,0.0,7263.0,0.0
28800.0,60 months,10.99,10+ years,Counselor,80000.0,Verified,debt_consolidation,SC,16.95,w,1757.99,0.0,INDIVIDUAL,0.0,34472.0,0.0
3000.0,36 months,8.9,10+ years,Program Specialist,76000.0,Not Verified,debt_consolidation,NJ,3.39,f,162.61,0.0,INDIVIDUAL,0.0,6383.0,1.0
15000.0,60 months,19.99,10+ years,Library Serv Assitant,52000.0,Verified,credit_card,PA,15.3,w,700.57,0.0,INDIVIDUAL,0.0,15104.0,0.0
5000.0,36 months,19.05,,,45000.0,Verified,other,NJ,10.99,f,519.06,0.0,INDIVIDUAL,0.0,156296.0,1.0
10000.0,36 months,6.24,1 year,Corrections Officer,37000.0,Not Verified,credit_card,AZ,19.13,w,48.53,0.0,INDIVIDUAL,0.0,33899.0,0.0
4800.0,36 months,14.99,10+ years,Programs coordinator,40000.0,Source Verified,debt_consolidation,OR,14.7,f,662.9,0.0,INDIVIDUAL,0.0,196450.0,0.0
18982.0425981,60 months,16.77,10+ years,U.S. Army,111000.0,Verified,home_improvement,VA,15.39,f,9614.26,0.0,INDIVIDUAL,,,0.0
15075.0,60 months,16.29,3 years,Capital Bank,50000.0,Verified,debt_consolidation,NC,12.77,f,5156.83,0.0,INDIVIDUAL,0.0,134310.0,0.0
14000.0,60 months,16.99,3 years,Owner,45000.0,Not Verified,other,TN,25.95,w,367.88,0.0,INDIVIDUAL,0.0,80385.0,0.0
12000.0,36 months,12.69,10+ years,assistant manager,44000.0,Not Verified,credit_card,AL,25.53,w,923.37,0.0,INDIVIDUAL,29.0,14163.0,0.0
19200.0,36 months,14.65,1 year,General Manager,75000.0,Not Verified,debt_consolidation,MN,16.53,f,1694.06,0.0,INDIVIDUAL,0.0,182726.0,0.0
28000.0,36 months,13.11,10+ years,printtime,183000.0,Verified,debt_consolidation,MO,11.26,w,5806.28,0.0,INDIVIDUAL,0.0,306792.0,0.0
12350.0,36 months,15.99,10+ years,Manager,60000.0,Source Verified,debt_consolidation,FL,23.2,w,1715.87,0.0,INDIVIDUAL,3549.0,235773.0,0.0
19975.0,36 months,13.33,10+ years,Flight Attendant,72000.0,Source Verified,debt_consolidation,NY,32.78,f,1972.59,0.0,INDIVIDUAL,0.0,43143.0,0.0
6000.0,36 months,17.57,10+ years,ACCOUNT ASSISTANT,40000.0,Source Verified,debt_consolidation,NJ,19.47,f,1219.39,0.0,INDIVIDUAL,0.0,41714.0,0.0
9250.0,36 months,15.8,7 years,,28000.0,Verified,major_purchase,FL,23.84,f,1680.01,0.0,INDIVIDUAL,0.0,16403.0,1.0
35000.0,60 months,21.99,6 years,Sr DBA,117897.0,Verified,credit_card,MA,17.45,f,7235.52,0.0,INDIVIDUAL,0.0,568845.0,0.0
16000.0,60 months,13.33,1 year,Credit Analyst,70000.0,Not Verified,credit_card,NY,9.98,w,503.18,0.0,INDIVIDUAL,140.0,314293.0,0.0
24950.0,36 months,7.9,9 years,Construction Management Corporation,85000.0,Source Verified,credit_card,CA,13.4,f,2979.01,0.0,INDIVIDUAL,83.0,257401.0,0.0
10000.0,36 months,13.99,10+ years,Office Assistant,35000.0,Verified,home_improvement,CA,12.11,w,442.69,0.0,INDIVIDUAL,0.0,9066.0,0.0
16000.0,60 months,12.39,8 years,AVP,138000.0,Source Verified,debt_consolidation,NY,8.63,w,1692.61,0.0,INDIVIDUAL,0.0,28293.0,0.0
27900.0,60 months,13.66,10+ years,scientist,70000.0,Verified,credit_card,OH,24.57,w,3289.92,0.0,INDIVIDUAL,0.0,45704.0,0.0
10000.0,60 months,20.99,2 years,Nursing Assistant,38000.0,Not Verified,other,NY,23.12,w,3007.16,0.0,INDIVIDUAL,0.0,129161.0,0.0
20000.0,36 months,6.03,1 year,"Senior Director, Marketing",130000.0,Source Verified,credit_card,FL,14.91,w,1680.48,0.0,INDIVIDUAL,0.0,236646.0,0.0
15000.0,60 months,10.99,10+ years,Deputy Sheriffs,62000.0,Source Verified,debt_consolidation,VA,21.36,f,2298.7,0.0,INDIVIDUAL,0.0,42997.0,0.0
6400.0,36 months,12.99,7 years,Engineer,50000.0,Not Verified,debt_consolidation,CT,17.07,w,968.82,0.0,INDIVIDUAL,0.0,47301.0,1.0
5125.0,36 months,10.99,3 years,Smog Technican,50000.0,Not Verified,credit_card,CA,27.49,w,301.83,0.0,INDIVIDUAL,0.0,366365.0,0.0
28000.0,36 months,6.49,3 years,CEO,1000000.0,Verified,debt_consolidation,NY,3.15,w,1754.56,0.0,INDIVIDUAL,0.0,1303602.0,0.0
30000.0,60 months,11.22,10+ years,RSS Manager,140000.0,Source Verified,credit_card,TX,28.93,f,0.0,0.0,INDIVIDUAL,0.0,283843.0,0.0
10000.0,36 months,12.29,5 years,Adminstrative Assistant,31000.0,Not Verified,debt_consolidation,CA,34.67,w,388.54,0.0,INDIVIDUAL,0.0,36097.0,0.0
30700.0,60 months,23.63,1 year,Dr. Jon's Urgent Care Center,78000.0,Verified,wedding,VA,17.7,f,13250.74,0.0,INDIVIDUAL,0.0,68628.0,0.0
20000.0,60 months,9.17,1 year,Truck Driver,100000.0,Source Verified,debt_consolidation,IL,16.92,f,152.83,0.0,INDIVIDUAL,0.0,46184.0,1.0
6475.0,36 months,7.9,,,54000.0,Verified,major_purchase,NM,18.83,f,806.8,0.0,INDIVIDUAL,,,1.0
15000.0,36 months,13.67,5 years,Office Manager,51000.0,Verified,debt_consolidation,NM,13.95,w,239.23,0.0,INDIVIDUAL,0.0,161430.0,0.0
16000.0,36 months,10.16,7 years,HTC GLOBAL SERVICES INC,90000.0,Not Verified,debt_consolidation,IL,22.51,w,2356.44,0.0,INDIVIDUAL,0.0,174295.0,1.0
10000.0,36 months,8.49,10+ years,Foreman,70000.0,Source Verified,debt_consolidation,NY,12.29,w,0.0,0.0,INDIVIDUAL,0.0,21056.0,0.0
25000.0,36 months,11.53,< 1 year,Certified Nursing Assistant,85000.0,Source Verified,debt_consolidation,IL,17.97,w,1339.9,0.0,INDIVIDUAL,292.0,16652.0,0.0
6400.0,36 months,8.18,10+ years,accountant/cashier,50000.0,Source Verified,home_improvement,VA,10.35,f,123.74,0.0,INDIVIDUAL,0.0,9312.0,0.0
3050.0,36 months,24.5,2 years,Administrative Assistant,36000.0,Verified,debt_consolidation,NY,25.17,f,839.21,0.0,INDIVIDUAL,830.0,79549.0,0.0
11975.0,60 months,17.86,3 years,merchant support,30000.0,Source Verified,debt_consolidation,AZ,17.74,w,2003.17,0.0,INDIVIDUAL,0.0,12989.0,0.0
13600.0,60 months,12.49,< 1 year,Sales Consultant,40000.0,Source Verified,debt_consolidation,MD,22.23,f,823.3,0.0,INDIVIDUAL,0.0,40137.0,1.0
15000.0,36 months,13.35,7 years,District Manager,55000.0,Source Verified,debt_consolidation,NY,11.39,w,1660.72,0.0,INDIVIDUAL,0.0,11928.0,1.0
9975.0,36 months,8.18,3 years,truck driver,112400.0,Not Verified,debt_consolidation,AL,14.97,f,427.35,0.0,INDIVIDUAL,634.0,275922.0,1.0
8000.0,36 months,8.18,5 years,Office Manager,39750.0,Not Verified,credit_card,OH,23.52,f,303.25,0.0,INDIVIDUAL,0.0,96614.0,0.0
19200.0,36 months,6.03,10+ years,Teacher,90000.0,Verified,debt_consolidation,NJ,12.09,w,951.28,0.0,INDIVIDUAL,0.0,551318.0,0.0
12650.0,36 months,16.99,,,37000.0,Verified,debt_consolidation,NJ,37.95,w,0.0,0.0,INDIVIDUAL,0.0,38910.0,0.0
25000.0,60 months,23.7,10+ years,,75492.0,Verified,debt_consolidation,IN,23.22,f,10080.88,0.0,INDIVIDUAL,0.0,314926.0,0.0
15000.0,36 months,6.68,3 years,Estimator,100000.0,Not Verified,credit_card,NJ,16.49,f,733.69,0.0,INDIVIDUAL,0.0,27965.0,0.0
14400.0,36 months,7.62,1 year,Aerospace Logistician,115000.0,Not Verified,debt_consolidation,OK,9.24,w,1502.77,0.0,INDIVIDUAL,0.0,92293.0,0.0
21000.0,36 months,7.26,10+ years,RN,86000.0,Source Verified,debt_consolidation,NH,25.51,w,0.0,0.0,INDIVIDUAL,0.0,192801.0,0.0
35000.0,36 months,17.86,10+ years,driver,90000.0,Verified,debt_consolidation,NJ,17.52,w,3814.03,0.0,INDIVIDUAL,401.0,283662.0,0.0
12000.0,36 months,11.49,8 years,Sprint,132750.0,Source Verified,debt_consolidation,CA,13.75,f,1399.58,0.0,INDIVIDUAL,,,1.0
21000.0,36 months,14.48,9 years,Cable technician,70000.0,Verified,car,NY,19.24,w,219.61,0.0,INDIVIDUAL,0.0,98726.0,0.0
12500.0,36 months,5.32,4 years,military officer,80000.0,Not Verified,debt_consolidation,UT,12.35,w,102.02,0.0,INDIVIDUAL,0.0,238412.0,0.0
3000.0,36 months,19.72,10+ years,nyc dept of ed,36000.0,Not Verified,other,NY,28.49,f,998.19,0.0,INDIVIDUAL,0.0,24636.0,1.0
25000.0,36 months,7.26,5 years,maint supervisor,154000.0,Source Verified,debt_consolidation,MN,10.73,w,766.13,0.0,INDIVIDUAL,656.0,208467.0,0.0
18450.0,36 months,17.14,7 years,regional manager,55000.0,Not Verified,debt_consolidation,FL,20.79,w,1785.73,0.0,INDIVIDUAL,0.0,284849.0,1.0
10625.0,36 months,15.31,10+ years,FERGUSON FIRE,56000.0,Verified,credit_card,PA,27.0,f,2693.87,0.0,INDIVIDUAL,0.0,84341.0,1.0
28000.0,60 months,13.99,10+ years,Branch Manager,86000.0,Source Verified,debt_consolidation,SC,9.2,w,3066.69,0.0,INDIVIDUAL,0.0,249271.0,0.0
20000.0,36 months,5.32,9 years,Sr. Art Director,83000.0,Source Verified,debt_consolidation,NH,19.55,w,557.71,0.0,INDIVIDUAL,0.0,39738.0,0.0
15000.0,60 months,9.99,1 year,FSR Pilot,156000.0,Verified,home_improvement,AZ,8.28,w,1274.33,0.0,INDIVIDUAL,0.0,54991.0,0.0
6400.0,36 months,13.68,10+ years,US Air Force,129732.0,Verified,other,FL,21.79,w,762.33,0.0,INDIVIDUAL,0.0,345979.0,1.0
5800.0,36 months,9.76,1 year,TMC Environmental,60000.0,Verified,small_business,CT,19.34,f,737.61,0.0,INDIVIDUAL,,,0.0
24475.0,60 months,18.75,1 year,League City Police Department,56000.0,Verified,debt_consolidation,TX,33.56,w,9962.51,0.0,INDIVIDUAL,0.0,77555.0,0.0
10000.0,36 months,9.17,5 years,CSR,40000.0,Not Verified,major_purchase,NY,19.89,w,542.02,0.0,INDIVIDUAL,0.0,32171.0,0.0
12000.0,36 months,11.44,10+ years,Student Support Coordinator,80000.0,Verified,other,HI,34.6,w,1099.15,0.0,INDIVIDUAL,0.0,94692.0,0.0
15000.0,36 months,13.53,< 1 year,LPN,50419.0,Source Verified,debt_consolidation,OR,28.73,w,2244.56,0.0,INDIVIDUAL,246.0,31427.0,1.0
16000.0,60 months,13.98,10+ years,President,50000.0,Not Verified,home_improvement,PA,10.49,w,2856.67,0.0,INDIVIDUAL,0.0,118928.0,0.0
9000.0,36 months,9.17,< 1 year,Director of Lender Operations,60000.0,Source Verified,credit_card,CA,14.0,w,255.88,0.0,INDIVIDUAL,0.0,82920.0,0.0
35000.0,36 months,7.26,9 years,CEO,272000.0,Not Verified,credit_card,IL,20.94,w,389.99,0.0,INDIVIDUAL,0.0,754414.0,0.0
10000.0,36 months,13.33,2 years,Driver,62000.0,Source Verified,debt_consolidation,MN,16.71,w,414.25,0.0,INDIVIDUAL,0.0,25733.0,0.0
17500.0,60 months,12.69,2 years,Operations Manager,76500.0,Source Verified,debt_consolidation,CA,15.0,f,878.15,0.0,INDIVIDUAL,0.0,42456.0,0.0
4000.0,36 months,14.99,< 1 year,teacher,43500.0,Source Verified,moving,PA,14.26,f,466.31,0.0,INDIVIDUAL,0.0,155332.0,0.0
32400.0,36 months,10.99,2 years,Surgical Neurophysiologist,120000.0,Source Verified,credit_card,TX,13.36,f,1937.83,0.0,INDIVIDUAL,587.0,215553.0,0.0
12000.0,36 months,12.39,3 years,Office Manager,38000.0,Source Verified,credit_card,IL,23.75,f,1373.99,0.0,INDIVIDUAL,5990.0,30150.0,0.0
20000.0,60 months,14.65,1 year,Social Worker,52000.0,Verified,debt_consolidation,NY,31.62,w,691.56,0.0,INDIVIDUAL,235.0,95117.0,0.0
17000.0,60 months,7.49,10+ years,Network Technician,69000.0,Not Verified,credit_card,WI,15.62,w,1341.89,0.0,INDIVIDUAL,0.0,317765.0,0.0
4000.0,60 months,16.89,1 year,Superior,66000.0,Source Verified,debt_consolidation,LA,23.56,f,1791.52,0.0,INDIVIDUAL,,,1.0
20000.0,60 months,21.98,10+ years,ABF Freight Systems Inc,76410.25,Verified,debt_consolidation,PA,16.49,f,5719.14,0.0,INDIVIDUAL,0.0,38562.0,0.0
10075.0,36 months,16.2,4 years,Dental Hygienist,75000.0,Verified,debt_consolidation,NJ,12.32,f,2474.28,0.0,INDIVIDUAL,0.0,436252.0,0.0
11200.0,60 months,15.61,9 years,Sr Technical Analyst,85000.0,Verified,debt_consolidation,MT,18.42,w,1761.62,0.0,INDIVIDUAL,60.0,226669.0,1.0
